"filename","obs_datetime","species_auto","conf_intvl","sucess","species_man","validator","validator_comments"
"SR2_20170829_202959_000.wav",2017-08-29 20:29:59,"Barbar",10,FALSE,"-","-","-"
"SR2_20171007_201355_000.wav",2017-10-07 20:13:55,"Barbar",10,FALSE,"-","-","-"
"SR2_20170912_014043_000.wav",2017-09-12 01:40:43,"Barbar",10,FALSE,"-","-","-"
"SR2_20171014_174212_000.wav",2017-10-14 17:42:12,"Barbar",10,FALSE,"-","-","-"
"SR2_20151019_193327_507.wav",2015-10-19 19:33:27,"Barbar",10,FALSE,"-","-","-"
"SR2_20171002_230307_000.wav",2017-10-02 23:03:07,"Barbar",10,FALSE,"-","-","-"
"SR2_20171018_174701_000.wav",2017-10-18 17:47:01,"Barbar",10,FALSE,"-","-","-"
"SR2_20170823_221722_000.wav",2017-08-23 22:17:22,"Eptser",5,FALSE,"-","-","-"
"SR2_20180723_220154_000.wav",2018-07-23 22:01:54,"Eptser",5,FALSE,"-","-","-"
"SR2_20180727_222629_000.wav",2018-07-27 22:26:29,"Eptser",5,FALSE,"-","-","-"
"SR2_20160806_214553_715.wav",2016-08-06 21:45:53,"Eptser",5,FALSE,"-","-","-"
"SR2_20170903_194917_000.wav",2017-09-03 19:49:17,"Eptser",5,FALSE,"-","-","-"
"SR2_20180728_234119_000.wav",2018-07-28 23:41:19,"Eptser",5,FALSE,"-","-","-"
"SR2_20180730_024105_000.wav",2018-07-30 02:41:05,"Eptser",5,FALSE,"-","-","-"
"SR2_20180726_020558_000.wav",2018-07-26 02:05:58,"Eptser",6,FALSE,"-","-","-"
"SR2_20180722_005209_000.wav",2018-07-22 00:52:09,"Eptser",6,FALSE,"-","-","-"
"SR2_20180705_223611_000.wav",2018-07-05 22:36:11,"Eptser",6,FALSE,"-","-","-"
"SR2_20171010_191207_000.wav",2017-10-10 19:12:07,"Eptser",6,FALSE,"-","-","-"
"SR2_20180723_211942_000.wav",2018-07-23 21:19:42,"Eptser",6,FALSE,"-","-","-"
"SR2_20170821_232732_000.wav",2017-08-21 23:27:32,"Eptser",6,FALSE,"-","-","-"
"SR2_20180719_232209_000.wav",2018-07-19 23:22:09,"Eptser",7,FALSE,"-","-","-"
"SR2_20180719_002857_000.wav",2018-07-19 00:28:57,"Eptser",7,FALSE,"-","-","-"
"SR2_20180716_211659_000.wav",2018-07-16 21:16:59,"Eptser",7,FALSE,"-","-","-"
"SR2_20180723_211945_000.wav",2018-07-23 21:19:45,"Eptser",7,FALSE,"-","-","-"
"SR2_20180726_021410_000.wav",2018-07-26 02:14:10,"Eptser",8,FALSE,"-","-","-"
"SR2_20171010_191141_000.wav",2017-10-10 19:11:41,"Eptser",8,FALSE,"-","-","-"
"SR2_20180723_211950_000.wav",2018-07-23 21:19:50,"Eptser",8,FALSE,"-","-","-"
"SR2_20180722_002609_000.wav",2018-07-22 00:26:09,"Eptser",8,FALSE,"-","-","-"
"SR2_20180720_234759_000.wav",2018-07-20 23:47:59,"Eptser",8,FALSE,"-","-","-"
"SR2_20180720_210827_000.wav",2018-07-20 21:08:27,"Eptser",9,FALSE,"-","-","-"
"SR2_20180716_211704_000.wav",2018-07-16 21:17:04,"Eptser",9,FALSE,"-","-","-"
"SR2_20180724_210129_000.wav",2018-07-24 21:01:29,"Eptser",9,FALSE,"-","-","-"
"SR2_20180719_232204_000.wav",2018-07-19 23:22:04,"Eptser",9,FALSE,"-","-","-"
"SR2_20180722_002604_000.wav",2018-07-22 00:26:04,"Eptser",10,FALSE,"-","-","-"
"SR2_20180721_210644_000.wav",2018-07-21 21:06:44,"Eptser",10,FALSE,"-","-","-"
"SR2_20180717_211046_000.wav",2018-07-17 21:10:46,"Eptser",10,FALSE,"-","-","-"
"SR2_20180718_231043_000.wav",2018-07-18 23:10:43,"Eptser",10,FALSE,"-","-","-"
"SR2_20180722_003006_000.wav",2018-07-22 00:30:06,"Eptser",10,FALSE,"-","-","-"
"SR2_20180722_001758_000.wav",2018-07-22 00:17:58,"Eptser",10,FALSE,"-","-","-"
"SR2_20180722_005204_000.wav",2018-07-22 00:52:04,"Eptser",10,FALSE,"-","-","-"
"SR2_20180726_232100_000.wav",2018-07-26 23:21:00,"Eptser",10,FALSE,"-","-","-"
"SR2_20180720_235658_000.wav",2018-07-20 23:56:58,"Eptser",10,FALSE,"-","-","-"
"SR2_20180721_210640_000.wav",2018-07-21 21:06:40,"Eptser",10,FALSE,"-","-","-"
"SR2_20180719_211101_000.wav",2018-07-19 21:11:01,"Eptser",10,FALSE,"-","-","-"
"SR2_20151127_192926_405.wav",2015-11-27 19:29:26,"Myodau",5,FALSE,"-","-","-"
"SR2_20151123_181047_356.wav",2015-11-23 18:10:47,"Myodau",5,FALSE,"-","-","-"
"SR2_20160509_230733_725.wav",2016-05-09 23:07:33,"Myodau",5,FALSE,"-","-","-"
"SR2_20160404_223323_463.wav",2016-04-04 22:33:23,"Myodau",5,FALSE,"-","-","-"
